Nations' flag entropy ranking (n=208). 
Image source: Wikimedia.

0	white_field			-1.439759075204976e-10
1	Indonesia			3.3274441922278752
2	Germany			3.391689777286108
3	South_Ossetia			3.8174437373506778
4	Monaco			3.9718936201427066
5	Poland			3.9719290780440133
6	Austria			4.372592975412404
7	Ukraine			4.405280849871184
8	Hungary			4.4465472496385985
9	Albania			4.6134257669087395
10	Mauritius			4.707109405551959
11	Luxembourg			4.721346585737304
12	Lithuania			4.726519039255034
13	Sierra_Leone			4.739027487170525
14	Kyrgyzstan			4.743294833014161
15	Armenia			4.7874659811654405
16	Ireland			4.810819254242601
17	Belgium			4.8144629078529215
18	Latvia			4.8814795710674925
19	Bulgaria			4.891069090335579
20	Gabon			4.894661248125897
21	Thailand			4.896939004813799
22	Nigeria			4.90948971863362
23	the_Netherlands			4.929408714779439
24	Russia			5.051139802627663
25	Colombia			5.176429417901722
26	Yemen			5.245596688114861
27	Estonia			5.384749705833734
28	Botswana			5.452166378361944
29	The_Gambia			5.838908250336246
30	Switzerland			6.851896836078978
31	Mali			7.312542513757766
32	C%C3%B4te_d%27Ivoire			7.408502219056906
33	Romania			7.620264817282221
34	Guinea			7.640752673170747
35	Italy			7.6884034975698405
36	Bahrain			7.845886366115227
37	France			7.9697176687831925
38	Georgia			8.005039008292714
39	Chad			8.046742107545173
40	Madagascar			8.75044135832158
41	Transnistria_%28state%29			8.862786826039716
42	Benin			9.17433320474361
43	Niger			9.438037288705894
44	Egypt			9.6740659355123
45	Honduras_%282022%E2%80%93present%29			9.796080271935637
46	Suriname			9.835115200303143
47	Tajikistan			9.984200651105946
48	Uzbekistan			10.018015638285052
49	Finland			10.07444999982663
50	the_United_Arab_Emirates			10.150225679351871
51	Jamaica			10.21588202797826
52	Qatar			10.251646912069482
53	Senegal			10.259343502428575
54	Denmark			10.329122237902721
55	Cameroon			10.33548226783159
56	Saint_Vincent_and_the_Grenadines			10.383038107848648
57	Sweden			10.408639291287827
58	the_Republic_of_the_Congo			10.451110222149872
59	Kuwait			10.66147165300656
60	the_Czech_Republic			10.668155268677825
61	Guinea-Bissau			10.703260675560736
62	Tonga			10.81974539121534
63	Azerbaijan			10.92986856637234
64	Norway			10.981567010332641
65	North_Macedonia			11.060674295101007
66	North_Korea			11.103786861028171
67	Singapore			11.135490812364534
68	Trinidad_and_Tobago			11.186466661384657
69	Somalia			11.19044106489494
70	the_Bahamas			11.199546855330295
71	the_Federated_States_of_Micronesia			11.20599202091666
72	Seychelles			11.26583505989982
73	Greece			11.265961905269785
74	Iceland			11.303705881014833
75	Sudan			11.372894279443877
76	Palestine			11.381536676315157
77	Eritrea			11.402692170517362
78	Vietnam			11.43652025493677
79	Mongolia			11.437925690518444
80	the_People%27s_Republic_of_China			11.492928790410863
81	Israel			11.638101030554253
82	Guyana			11.66664063416095
83	Syria_%282025-%29			11.676981884381783
84	Saint_Lucia			11.691546994423355
85	the_Turkish_Republic_of_Northern_Cyprus			11.71631822221838
86	Morocco			11.738512800100382
87	Canada_%28Pantone%29			11.75894430613564
88	Ghana			11.771369654992306
89	Oman			11.778070595937796
90	Tanzania			11.820475868104333
91	the_Philippines			11.868399723742051
92	Liberia			11.874039336000036
93	Bosnia_and_Herzegovina			11.878641199273439
94	Chile			11.898218955437642
95	the_United_Kingdom_%281-2%29			11.905313098831478
96	Jordan			11.926218587638846
97	Nepal			11.931401253683877
98	the_Central_African_Republic			11.937278054998469
99	Djibouti			11.97322469896237
100	the_Republic_of_Abkhazia			11.986347681175282
101	Burkina_Faso			11.995683411989626
